slug,state,start_date,end_date,nature_location,troops_engaged,event_type,casualties,killed_wounded,killed,wounded,missing_captured
Tennessee/1863-11-23-1863-11-27-campaign-chattanooga-and-ringgold,Tennessee,1863-11-23,1863-11-27,"Campaign, Chattanooga and Ringgold","ILLINOIS--Batteries ""A"", ""B"", ""C"", ""F"", ""H"", ""I"" and ""M"", 1st Light Artillery; Battery ""I"", 2nd Light Artillery; Bridges' and Cogswell's Independent Batteries Light Artillery; 10th, 13th, 16th, 19th, 22nd, 24th, 25th, 26th, 27th, 34th, 35th, 36th, 40th, 42nd, 44th, 48th, 51st, 55th, 56th, 59th, 60th, 63rd, 73rd, 74th, 75th, 78th, 79th, 80th, 82nd, 84th, 85th, 86th, 88th, 89th, 90th, 92nd, 93rd, 96th, 98th, 100th, 101st, 103rd, 104th, 110th, 116th, 125th and 127th Infantry. INDIANA--4th, 7th, 8th, 10th, 11th, 19th and 21st Independent Batteries Light Artillery; 6th, 9th, 10th, 12th, 15th, 17th (Mounted), 22nd, 32nd, 35th, 36th, 37th, 38th, 40th, 42nd, 44th, 48th, 57th, 58th, 59th, 68th, 74th, 75th, 79th, 82nd, 83rd, 86th, 87th, 88th, 97th, 99th, 100th and 101st Infantry. IOWA--1st Battery Light Artillery; 4th, 5th, 6th, 9th, 10th, 17th, 25th, 26th, 30th and 31st Infantry. KANSAS--8th Infantry. KENTUCKY--2nd Cavalry; 3rd, 4th, 5th, 6th, 8th, 9th, 10th, 15th, 17th, 18th, 21st and 23rd Infantry. MASSACHUSETTS--33rd Infantry. MICHIGAN--4th Cavalry; Batteries ""A"" and ""D"", 1st Light Artillery; 1st Engineers; 9th, 10th, 11th, 13th, 21st and 22nd Infantry. MINNESOTA--2nd Battery Light Artillery; 2nd and 4th Infantry. MISSOURI--Batteries ""D"" and ""G"", 1st Light Artillery; Battery ""F"", 2nd Light Artillery; 2nd, 3rd, 6th, 8th, 10th, 12th, 15th, 17th, 24th, 26th, 27th, 29th, 31st and 32nd Infantry. NEW JERSEY--33rd Infantry. NEW YORK--Battery ""I"", 1st Light Artillery; 13th Independent Battery Light Artillery; 45th, 58th, 60th, 68th, 78th, 102nd, 119th, 134th, 136th, 137th, 141st, 143rd, 149th and 154th Infantry. OHIO--1st, 3rd, 4th and 10th Cavalry; Batteries ""B"", ""C"", ""E"", ""F"", ""G"", ""I"", ""K"" and ""M"", 1st Light Artillery; 4th, 6th, 18th and 20th Independent Batteries Light Artillery; 1st Battalion S. S.; 1st, 2nd, 5th, 6th, 7th, 9th, 10th, 11th, 13th, 14th, 15th, 17th, 18th, 19th, 21st, 24th, 26th, 29th, 30th, 31st, 33rd, 35th, 36th, 37th, 38th, 40th, 41st, 46th, 47th, 49th, 51st, 52nd, 53rd, 54th, 55th, 57th, 59th, 61st, 64th, 65th, 66th, 69th, 70th, 73rd, 74th, 76th, 80th, 82nd, 89th, 92nd, 93rd, 94th, 97th, 98th, 99th, 105th, 108th, 113th, 121st, 124th and 125th Infantry. PENNSYLVANIA--Independent Batteries ""B"" and ""E"", Light Artillery; 27th, 28th, 29th, 73rd, 75th, 78th, 79th, 109th, 111th and 147th Infantry. TENNESSEE--Battery ""A"" Light Artillery WEST VIRGINIA--4th Infantry. WISCONSIN--3rd, 5th, 6th, 8th and 12th Independent Batteries Light Artillery; 1st, 10th, 15th, 18th, 21st, 24th and 26th Infantry. UNITED STATES--Batteries ""G"" and ""I"", 4th Artillery; Batteries ""H"" and ""K"", 5th Artillery; 13th, 15th, 16th, 18th and 19th Infantry; 1st, 2nd and 3rd Battalions Pioneer Brigade. Union losses, Orchard Knob, Lookout Mountain and Mission Ridge, 753 killed, 4,722 wounded, 349 missing. Total, 5,824.",Campaign,5824,5475,753,4722,349
Tennessee/1863-11-23-skirmish-bushy-knob,Tennessee,1863-11-23,1863-11-23,"Skirmish, Bushy Knob","UNITED STATES--Battery ""G"", 4th Artillery",Skirmish,,,,,
Tennessee/1863-11-23-engagement-orchard-knob-indian-hill,Tennessee,1863-11-23,1863-11-23,"Engagement, Orchard Knob, Indian Hill","ILLINOIS--Battery ""M"", 1st Light Artillery; Bridges' Independent Battery Light Artillery; 19th, 22nd, 24th, 25th, 27th, 35th, 36th, 42nd, 44th, 51st, 73rd, 74th, 79th, 80th, 82nd, 85th, 86th, 88th, 89th, 100th, 101st, 104th, 110th and 125th Infantry. INDIANA--6th, 10th, 15th, 22nd, 32nd, 35th, 37th, 38th, 40th, 42nd, 51st, 57th, 58th, 68th, 74th, 75th, 87th, 88th and 101st Infantry. KANSAS--8th Infantry. KENTUCKY--3rd, 4th, 5th, 6th, 8th, 9th, 10th and 23rd Infantry. MICHIGAN--10th and 11th Infantry. MINNESOTA--2nd Infantry. MISSOURI--2nd and 15th Infantry. NEW YORK--13th Independent Battery Light Artillery; 45th, 58th, 68th, 119th, 134th, 136th, 141st, 143rd and 154th Infantry. OHIO--Battery ""I"", 1st Light Artillery; 1st, 2nd, 6th, 9th, 11th, 13th, 14th, 15th, 17th, 19th, 21st, 26th, 31st, 33rd, 35th, 36th, 38th, 41st, 49th, 55th, 59th, 61st, 64th, 65th, 69th, 73rd, 74th, 82nd, 89th, 92nd, 93rd, 97th, 98th, 99th, 105th, 108th, 113th, 121st, 124th and 125th Infantry. PENNSYLVANIA--27th, 73rd and 75th Infantry. WISCONSIN--1st, 10th, 15th, 21st, 24th and 26th Infantry. UNITED STATES--Battery ""G"", 4th Artillery; 15th, 16th, 18th and 19th Infantry.",Engagement,,,,,
Tennessee/1863-11-24-skirmish-foot-missionary-ridge,Tennessee,1863-11-24,1863-11-24,"Skirmish, foot Missionary Ridge","ILLINOIS--55th, 116th and 127th Infantry. MISSOURI--6th and 8th Infantry. OHIO--57th Infantry. UNITED STATES--13th Infantry.",Skirmish,,,,,
Tennessee/1863-11-24-action-kingston,Tennessee,1863-11-24,1863-11-24,"Action, Kingston",ILLINOIS--Elgin Independent Battery Light Artillery INDIANA--15th Independent Battery Light Artillery; 80th Infantry. KENTUCKY--16th Infantry. MICHIGAN--25th Infantry. OHIO--118th Infantry.,Action,,,,,
Tennessee/1863-11-24-skirmish-sparta,Tennessee,1863-11-24,1863-11-24,"Skirmish, Sparta",MICHIGAN--2nd Cavalry. PENNSYLVANIA--9th Cavalry. TENNESSEE--1st Cavalry.,Skirmish,,,,,
Tennessee/1863-11-24-1863-11-25-assault-and-capture-of-lookout-mountain,Tennessee,1863-11-24,1863-11-25,Assault and Capture of Lookout Mountain,"ILLINOIS--15th Cavalry (Co. ""K""), 13th, 59th, 75th, 84th, 92nd (Mounted Co. ""E""), 96th and 104th Infantry. INDIANA--7th and 10th Independent Batteries Light Artillery; 9th, 35th, 36th, 38th, 42nd and 82nd Infantry. IOWA--1st Battery Light Artillery; 4th, 9th, 25th, 26th, 30th and 31st Infantry. KENTUCKY--2nd Cavalry (Detachment); 8th Infantry. MISSOURI--Battery ""F"" 2nd Light Artillery; 3rd, 12th, 17th, 27th, 29th, 31st and 32nd Infantry. NEW YORK--Battery ""I"", 1st Light Artillery; 60th, 78th, 102nd, 137th and 149th Infantry. OHIO--Battery ""K"" 1st Light Artillery; 4th and 18th Independent Batteries Light Artillery; 2nd, 5th, 7th, 24th, 29th, 33rd, 40th, 51st, 66th, 76th, 94th and 99th Infantry. PENNSYLVANIA--Independent Battery ""E"" Light Artillery; 28th, 29th, 109th, 111th and 147th Infantry. WISCONSIN--8th Independent Battery Light Artillery",Assault,,,,,
Tennessee/1863-11-24-1863-11-25-actions-at-tunnel-hill-terminus-of-missionary-ridge,Tennessee,1863-11-24,1863-11-25,"Actions at Tunnel Hill, terminus of Missionary Ridge","ILLINOIS--Battery ""A"", 1st Light Artillery; 10th, 26th, 34th, 40th, 48th, 55th, 56th, 63rd, 78th, 80th, 82nd, 85th, 86th, 90th, 93rd, 103rd, 110th, 116th, 125th and 127th Infantry. INDIANA--12th, 48th, 59th, 97th, 99th and 100th Infantry. IOWA--5th, 6th, 10th and 17th Infantry. KENTUCKY--21st Infantry. MASSACHUSETTS--33rd Infantry. MICHIGAN--10th Infantry. MINNESOTA--4th Infantry. MISSOURI--Battery ""D"", 1st Light Artillery; 6th, 8th, 10th, 24th (Co. ""E"") and 26th Infantry. NEW JERSEY--33rd Infantry. NEW YORK--45th, 58th, 68th, 119th, 134th, 136th, 141st, 143rd and 154th Infantry. OHIO--30th, 37th, 46th, 47th, 52nd, 53rd, 54th, 55th, 57th, 61st, 70th, 73rd, 80th, 82nd, 98th, 108th, 113th and 121st Infantry. PENNSYLVANIA--27th, 73rd and 75th Infantry. WEST VIRGINIA--4th Infantry. WISCONSIN--6th Independent Battery Light Artillery; 18th and 26th Infantry.",Action,,,,,
Tennessee/1863-11-24-1863-11-25-assault-and-capture-of-missionary-ridge,Tennessee,1863-11-24,1863-11-25,Assault and Capture of Missionary Ridge,"ILLINOIS--15th Cavalry (Co. ""K""); Batteries ""B"", ""C"", ""F"", ""H"", ""I"" and ""M"", 1st Light Artillery; Battery ""I"", 2nd Light Artillery; Cogswell's Independent Battery Light Artillery; 13th, 19th, 22nd, 24th, 25th, 27th, 35th, 36th, 42nd, 44th, 51st, 59th, 73rd, 74th, 75th, 79th, 84th, 88th, 89th, 96th, 100th and 104th Infantry. INDIANA--7th and 10th Independent Batteries Light Artillery; 6th, 10th, 15th, 22nd, 32nd, 38th, 40th, 42nd, 57th, 58th, 68th, 74th, 75th, 79th, 82nd, 86th, 87th, 88th and 101st Infantry. IOWA--1st Battery Light Artillery; 4th, 9th, 25th, 26th, 30th and 31st Infantry. KANSAS--8th Infantry. KENTUCKY--2nd Cavalry (Detachment); 3rd, 4th, 5th, 6th, 8th, 9th, 10th, 15th, 17th, 21st and 23rd Infantry. MICHIGAN--Battery ""D"", 1st Light Artillery; 10th and 11th Infantry. MINNESOTA--2nd Infantry. MISSOURI--Battery ""F"", 2nd Light Artillery; 2nd, 3rd, 12th, 15th, 17th, 27th, 29th, 31st and 32nd Infantry. NEW YORK--Battery ""I"", 1st Light Artillery; 13th Independent Battery; 60th, 78th, 102nd, 137th and 149th Infantry. OHIO--Batteries ""B"", ""C"", ""F"", ""G"", ""K"" and ""M"", 1st Light Artillery; 4th and 18th Independent Batteries Light Artillery; 1st, 2nd, 5th, 6th, 7th, 9th, 11th, 13th, 14th, 15th, 17th, 19th, 21st, 24th, 26th, 29th, 31st, 33rd, 35th, 36th, 38th, 40th, 41st, 49th, 51st, 52nd, 59th, 64th, 65th, 66th, 69th, 76th, 89th, 92nd, 93rd, 94th, 97th, 98th, 99th, 105th, 108th, 113th, 124th and 125th Infantry. PENNSYLVANIA--Independent Battery ""E"" Light Artillery; 28th, 29th, 78th, 109th, 111th and 147th Infantry. WISCONSIN--12th Independent Battery Light Artillery; 15th and 24th Infantry. UNITED STATES--15th, 16th, 18th and 19th Infantry.",Assault,,,,,
Tennessee/1863-11-24-1863-11-27-raid-on-east-tennessee-georgia-r-r,Tennessee,1863-11-24,1863-11-27,Raid on East Tennessee & Georgia R. R.,"ILLINOIS--98th Mounted Infantry. INDIANA--17th Mounted Infantry. MICHIGAN--4th Cavalry. OHIO--1st, 3rd and 4th Cavalry.",Raid,,,,,
Tennessee/1863-11-25-skirmish-yankeetown,Tennessee,1863-11-25,1863-11-25,"Skirmish, Yankeetown",(No Reports.),Skirmish,,,,,
Tennessee/1863-11-26-skirmish-beersheba-springs,Tennessee,1863-11-26,1863-11-26,"Skirmish, Beersheba Springs",ALABAMA and TENNESSEE--Scouts.,Skirmish,,,,,
Tennessee/1863-11-26-skirmish-sparta,Tennessee,1863-11-26,1863-11-26,"Skirmish, Sparta",MICHIGAN--2nd Cavalry. PENNSYLVANIA--9th Cavalry. TENNESSEE--1st Cavalry.,Skirmish,,,,,
Tennessee/1863-11-26-skirmish-chickamauga-station,Tennessee,1863-11-26,1863-11-26,"Skirmish, Chickamauga Station","ILLINOIS--Battery ""I"", 2nd Light Artillery; 10th, 16th, 34th, 60th and 78th Infantry. KENTUCKY--21st Infantry. MICHIGAN--10th Infantry. OHIO--98th, 108th, 113th and 121st Infantry.",Skirmish,,,,,
Tennessee/1863-11-26-skirmish-charleston,Tennessee,1863-11-26,1863-11-26,"Skirmish, Charleston","ILLINOIS--98th Mounted Infantry. INDIANA--17th Mounted Infantry. MICHIGAN--4th Cavalry. OHIO--1st, 3rd and 4th Cavalry.",Skirmish,,,,,
Tennessee/1863-11-26-skirmish-pea-vine-valley,Tennessee,1863-11-26,1863-11-26,"Skirmish, Pea Vine Valley","ILLINOIS--19th and 104th Infantry. INDIANA--38th, 42nd and 88th Infantry. MICHIGAN--11th Infantry. OHIO--2nd, 33rd, 69th and 94th Infantry. WISCONSIN--10th Infantry. UNITED STATES--15th, 16th, 18th and 19th Infantry.",Skirmish,,,,,
Tennessee/1863-11-26-skirmish-pigeon-hills,Tennessee,1863-11-26,1863-11-26,"Skirmish, Pigeon Hills",INDIANA--36th Infantry. OHIO--99th Infantry.,Skirmish,,,,,
Tennessee/1863-11-27-skirmish-gillespie-s,Tennessee,1863-11-27,1863-11-27,"Skirmish, Gillespie's",TENNESSEE--1st Infantry.,Skirmish,,,,,
Tennessee/1863-11-27-action-cleveland,Tennessee,1863-11-27,1863-11-27,"Action, Cleveland","ILLINOIS--98th Mounted Infantry. INDIANA--17th Mounted Infantry. MICHIGAN--4th Cavalry. OHIO--1st, 3rd and 4th Cavalry.",Action,,,,,
Tennessee/1863-11-27-skirmish-sparta,Tennessee,1863-11-27,1863-11-27,"Skirmish, Sparta","TENNESSEE--1st Cavalry. Union loss, 200 missing.",Skirmish,,,,,200
Tennessee/1863-11-27-1863-12-08-march-to-relief-of-knoxville,Tennessee,1863-11-27,1863-12-08,March to relief of Knoxville,"ILLINOIS--Battery ""I"", 2nd Light Artillery; 10th, 13th, 22nd, 25th, 26th, 27th, 34th, 35th, 36th, 40th, 42nd, 44th, 48th, 51st, 55th, 60th, 73rd, 74th, 78th, 79th, 80th, 82nd, 85th, 86th, 88th, 89th, 90th, 92nd (Mounted), 100th, 101st, 103rd, 110th, 116th, 125th and 127th Infantry. INDIANA--6th, 12th, 15th, 17th (Mounted), 22nd, 32nd, 40th, 57th, 58th, 68th, 79th, 83rd, 86th, 97th, 99th and 100th Infantry. IOWA--4th, 6th, 9th, 25th, 26th, 30th and 31st Infantry. KANSAS--8th Infantry. KENTUCKY--2nd Cavalry; 3rd, 5th, 6th, 9th, 17th, 21st and 23rd Infantry. MASSACHUSETTS--33rd Infantry. MICHIGAN--4th Cavalry; 10th Infantry. MISSOURI--2nd, 3rd, 6th, 8th, 12th, 15th, 17th, 27th, 29th, 31st and 32nd Infantry. NEW JERSEY--33rd Infantry. NEW YORK--13th Independent Battery Light Artillery; 45th, 58th, 68th, 119th, 134th, 136th, 141st, 143rd and 154th Infantry. OHIO--1st, 3rd, 4th and 10th Cavalry; Battery ""I"", 1st Light Artillery; 1st, 6th, 13th, 19th, 26th, 30th, 37th, 41st, 46th, 47th, 52nd, 53rd, 54th, 55th, 57th, 59th, 61st, 64th, 65th, 70th, 73rd, 76th, 82nd, 93rd, 97th, 98th, 108th, 113th, 121st, 124th and 125th Infantry. PENNSYLVANIA--27th, 73rd and 75th Infantry. WISCONSIN--15th, 24th and 26th Infantry. WEST VIRGINIA--4th Infantry. UNITED STATES--3rd Cavalry; 13th Infantry.",March,,,,,
Tennessee/1863-11-28-1863-12-10-operations-on-memphis-charleston-r-r-against-lee-s-attack,Tennessee,1863-11-28,1863-12-10,Operations on Memphis & Charleston R. R. against Lee's attack,"ALABAMA--1st Cavalry. ILLINOIS--3rd, 6th, 7th and 9th Cavalry; Battery ""K"", 1st Light Artillery IOWA--2nd Cavalry. KANSAS--7th Cavalry. MICHIGAN--3rd Cavalry. TENNESSEE--6th Cavalry.",Operations,,,,,
Tennessee/1863-11-29-assault-on-forts-saunders-and-loudon-knoxville,Tennessee,1863-11-29,1863-11-29,"Assault on Forts Saunders and Loudon, Knoxville","MICHIGAN--2nd Infantry. NEW YORK--79th Infantry. PENNSYLVANIA--100th Infantry. RHODE ISLAND--Battery ""D"", 1st Light Artillery UNITED STATES--Battery ""E"", 2nd Artillery Union loss, 20 killed, 80 wounded. Total, 100.",Assault,100,100,20,80,
Tennessee/1863-11-30-skirmish-yankeetown,Tennessee,1863-11-30,1863-11-30,"Skirmish, Yankeetown","TENNESSEE--1st Cavalry (Detachment). Union loss, 1 killed, 1 wounded. Total, 2.",Skirmish,2,2,1,1,
Tennessee/1863-11-30-1863-12-03-scouts-to-new-madrid-bend,Tennessee,1863-11-30,1863-12-03,Scouts to New Madrid Bend,IOWA--32nd Infantry.,Scout,,,,,
Tennessee/1863-12-01-scouts-from-pulaski,Tennessee,1863-12-01,1863-12-01,Scouts from Pulaski,ILLINOIS--7th and 9th Mounted Infantry.,Scout,,,,,
Tennessee/1863-12-01-skirmish-near-florence,Tennessee,1863-12-01,1863-12-01,Skirmish near Florence,ILLINOIS--7th and 9th Mounted Infantry.,Skirmish,,,,,
Tennessee/1863-12-01-skirmish-near-maynardsville,Tennessee,1863-12-01,1863-12-01,Skirmish near Maynardsville,ILLINOIS--14th Cavalry; Colvin's Independent Battery Light Artillery INDIANA--65th Mounted Infantry.,Skirmish,,,,,
Tennessee/1863-12-02-skirmish-near-eastport,Tennessee,1863-12-02,1863-12-02,Skirmish near Eastport,ILLINOIS--7th Mounted Infantry (Detachment).,Skirmish,,,,,
Tennessee/1863-12-02-skirmish-philadelphia,Tennessee,1863-12-02,1863-12-02,"Skirmish, Philadelphia",OHIO--3rd Cavalry.,Skirmish,,,,,
Tennessee/1863-12-02-skirmish-near-loudon,Tennessee,1863-12-02,1863-12-02,Skirmish near Loudon,"ILLINOIS--98th Mounted Infantry (Detachment). OHIO--1st, 3rd, 5th and 10th Cavalry (Detachments). UNITED STATES--3rd Cavalry (Detachment).",Skirmish,,,,,
Tennessee/1863-12-02-skirmish-moscow,Tennessee,1863-12-02,1863-12-02,"Skirmish, Moscow",WISCONSIN--32nd Infantry.,Skirmish,,,,,
Tennessee/1863-12-02-action-walker-s-ford-clinch-river,Tennessee,1863-12-02,1863-12-02,"Action, Walker's Ford, Clinch River","ILLINOIS--14th Cavalry. INDIANA--5th Cavalry; 65th (Mounted), 116th and 118th Infantry. MICHIGAN--12th Independent Battery Light Artillery (""M""), OHIO--21st Independent Battery Light Artillery TENNESSEE--2nd Mounted Infantry. Union loss, 9 killed, 43 wounded, 12 missing. Total, 64.",Action,64,52,9,43,12
Tennessee/1863-12-02-action-saulsbury,Tennessee,1863-12-02,1863-12-02,"Action, Saulsbury","ILLINOIS--6th, 7th and 9th Cavalry; 47th Infantry. IOWA--2nd Cavalry.",Action,,,,,
Tennessee/1863-12-02-1863-12-03-reconnaissance-from-blain-s-cross-roads-to-powder-springs-gap,Tennessee,1863-12-02,1863-12-03,Reconnaissance from Blain's Cross Roads to Powder Springs Gap,ILLINOIS--14th Cavalry.,Reconnaissance,,,,,
Tennessee/1863-12-03-action-log-mountain,Tennessee,1863-12-03,1863-12-03,"Action, Log Mountain",INDIANA--5th Cavalry.,Action,,,,,
Tennessee/1863-12-03-skirmish-moscow,Tennessee,1863-12-03,1863-12-03,"Skirmish, Moscow",TENNESSEE--2nd West (Colored) Infantry (Detachment).,Skirmish,,,,,
Tennessee/1863-12-03-1863-12-04-action-wolf-bridge-near-moscow,Tennessee,1863-12-03,1863-12-04,"Action, Wolf Bridge, near Moscow","ILLINOIS--6th, 7th and 9th Cavalry; Battery ""K"", 1st Light Artillery IOWA--2nd Cavalry. TENNESSEE--2nd West (Colored) Infantry. Union loss, 7 killed, 31 wounded, 25 missing. Total, 63.",Action,63,38,7,31,25
Tennessee/1863-12-04-skirmish-near-kingston,Tennessee,1863-12-04,1863-12-04,Skirmish near Kingston,"ILLINOIS--Elgin Independent Battery Light Artillery INDIANA--3rd Cavalry (1st Battalion); 84th Infantry. KENTUCKY--16th Infantry. MICHIGAN--25th Infantry. OHIO--118th Infantry. TENNESSEE--3rd, 5th and 6th Infantry.",Skirmish,,,,,
Tennessee/1863-12-04-skirmish-la-fayette,Tennessee,1863-12-04,1863-12-04,"Skirmish, La Fayette",ILLINOIS--6th Cavalry.,Skirmish,,,,,
Tennessee/1863-12-04-1863-12-05-skirmishes-loudon,Tennessee,1863-12-04,1863-12-05,"Skirmishes, Loudon",NEW YORK--141st Infantry.,Skirmishes,,,,,
Tennessee/1863-12-05-skirmish-walker-s-ford-clinch-river,Tennessee,1863-12-05,1863-12-05,"Skirmish, Walker's Ford, Clinch River",INDIANA--5th Cavalry.,Skirmish,,,,,
Tennessee/1863-12-05-action-crab-gap,Tennessee,1863-12-05,1863-12-05,Action Crab Gap,OHIO--22nd Battery Light Artillery,Action,,,,,
Tennessee/1863-12-06-skirmish-clinch-mountain,Tennessee,1863-12-06,1863-12-06,"Skirmish, Clinch Mountain",(No Reports.),Skirmish,,,,,
Tennessee/1863-12-06-affair-near-fayetteville,Tennessee,1863-12-06,1863-12-06,Affair near Fayetteville,Destruction of Bridge by Confederates.,Affair,,,,,
Tennessee/1863-12-06-1863-12-11-expedition-to-murphey-n-c,Tennessee,1863-12-06,1863-12-11,"Expedition to Murphey, N. C.","ILLINOIS--98th Mounted Infantry. OHIO--1st, 3rd, 4th, 5th (Battalion) and 10th Cavalry. UNITED STATES--3rd Cavalry (Detachment).",Expedition,,,,,
Tennessee/1863-12-07-skirmish-celina,Tennessee,1863-12-07,1863-12-07,"Skirmish, Celina",KENTUCKY--13th Cavalry.,Skirmish,,,,,
Tennessee/1863-12-07-skirmish-rutledge,Tennessee,1863-12-07,1863-12-07,"Skirmish, Rutledge",MICHIGAN--9th Cavalry.,Skirmish,,,,,
Tennessee/1863-12-07-skirmish-eagleville,Tennessee,1863-12-07,1863-12-07,"Skirmish, Eagleville",TENNESSEE--5th Cavalry.,Skirmish,,,,,
Tennessee/1863-12-09-skirmish-on-road-to-crossville-cumberland-mountains,Tennessee,1863-12-09,1863-12-09,"Skirmish on road to Crossville, Cumberland Mountains",PENNSYLVANIA--9th Cavalry.,Skirmish,,,,,
Tennessee/1863-12-09-skirmish-sparta,Tennessee,1863-12-09,1863-12-09,"Skirmish, Sparta",PENNSYLVANIA--9th Cavalry.,Skirmish,,,,,
Tennessee/1863-12-09-1863-12-15-skirmishes-at-and-near-bean-s-station,Tennessee,1863-12-09,1863-12-15,Skirmishes at and near Bean's Station,"ILLINOIS--112th Infantry. KENTUCKY--1st, 11th and 12th Cavalry; 11th and 27th Infantry. MICHIGAN--8th Cavalry. OHIO--45th Mounted Infantry. TENNESSEE--1st Mounted Infantry.",Skirmishes,,,,,
Tennessee/1863-12-10-affair-russellville,Tennessee,1863-12-10,1863-12-10,"Affair, Russellville",KENTUCKY--11th and 27th Infantry. OHIO--45th Mounted Infantry.,Affair,,,,,
Tennessee/1863-12-10-scout-from-memphis,Tennessee,1863-12-10,1863-12-10,Scout from Memphis,"ILLINOIS--6th Cavalry (Co. ""M"").",Scout,,,,,
Tennessee/1863-12-10-skirmish-long-s-ford,Tennessee,1863-12-10,1863-12-10,"Skirmish, Long's Ford",OHIO--2nd Cavalry.,Skirmish,,,,,
Tennessee/1863-12-10-action-gatlinsburg,Tennessee,1863-12-10,1863-12-10,"Action, Gatlinsburg","PENNSYLVANIA--15th Cavalry. Union loss, 3 wounded.",Action,,,,3,
Tennessee/1863-12-10-action-bean-s-station,Tennessee,1863-12-10,1863-12-10,"Action, Bean's Station",ILLINOIS--112th Infantry. INDIANA--15th Independent Battery Light Artillery MICHIGAN--8th Cavalry. OHIO--45th Mounted Infantry. TENNESSEE--1st Mounted Infantry.,Action,,,,,
Tennessee/1863-12-10-action-morristown,Tennessee,1863-12-10,1863-12-10,"Action, Morristown",MICHIGAN--9th Cavalry. OHIO--2nd and 7th Cavalry.,Action,,,,,
Tennessee/1863-12-11-1863-12-17-scout-from-pulaski-to-florence-ala,Tennessee,1863-12-11,1863-12-17,"Scout from Pulaski to Florence, Ala.",ILLINOIS--7th Mounted Infantry.,Scout,,,,,
Tennessee/1863-12-12-skirmish-shoal-creek-near-wayland-springs,Tennessee,1863-12-12,1863-12-12,"Skirmish. Shoal Creek, near Wayland Springs","ILLINOIS--7th Mounted Infantry. Union loss, 1 wounded.",Skirmish,,,,1,
Tennessee/1863-12-12-action-cheek-s-cross-roads,Tennessee,1863-12-12,1863-12-12,"Action, Cheek's Cross Roads",MICHIGAN--9th Cavalry. OHIO--2nd and 7th Cavalry.,Action,,,,,
Tennessee/1863-12-12-1863-12-13-action-russellville,Tennessee,1863-12-12,1863-12-13,"Action, Russellville",MICHIGAN--9th Cavalry. OHIO--2nd and 7th Cavalry.,Action,,,,,
Tennessee/1863-12-13-skirmish-la-grange,Tennessee,1863-12-13,1863-12-13,"Skirmish, La Grange",ILLINOIS--7th Cavalry.,Skirmish,,,,,
Tennessee/1863-12-13-skirmish-near-dandridge-mill,Tennessee,1863-12-13,1863-12-13,Skirmish near Dandridge Mill,PENNSYLVANIA--15th Cavalry.,Skirmish,,,,,
Tennessee/1863-12-13-skirmish-farley-s-mill-holston-river,Tennessee,1863-12-13,1863-12-13,"Skirmish, Farley's Mill, Holston River",(No Reports.),Skirmish,,,,,
Tennessee/1863-12-14-skirmish-near-morristown,Tennessee,1863-12-14,1863-12-14,Skirmish near Morristown,PENNSYLVANIA--15th Cavalry.,Skirmish,,,,,
Tennessee/1863-12-14-engagement-bean-s-station,Tennessee,1863-12-14,1863-12-14,"Engagement, Bean's Station","ILLINOIS--14th Cavalry; 112th Infantry. INDIANA--5th and 6th Cavalry; 65th Mounted Infantry. KENTUCKY--11th and 27th Infantry. MICHIGAN--8th and 9th Cavalry. OHIO--2nd and 7th Cavalry; 44th and 45th Mounted Infantry. Union loss, 16 killed, 51 wounded, 48 missing. Total, 115.",Engagement,115,67,16,51,48
Tennessee/1863-12-14-skirmish-granger-s-mill,Tennessee,1863-12-14,1863-12-14,"Skirmish, Granger's Mill",MICHIGAN--2nd Infantry.,Skirmish,,,,,
Tennessee/1863-12-14-skirmish-clinch-mountain-gap,Tennessee,1863-12-14,1863-12-14,"Skirmish, Clinch Mountain Gap",INDIANA--117th Infantry.,Skirmish,,,,,
Tennessee/1863-12-15-action-rutledge,Tennessee,1863-12-15,1863-12-15,"Action, Rutledge",INDIANA--Wilder's Independent Battery Light Artillery MICHIGAN--9th Cavalry.,Action,,,,,
Tennessee/1863-12-15-affair-pulaski,Tennessee,1863-12-15,1863-12-15,"Affair, Pulaski",(No Reports.),Affair,,,,,
Tennessee/1863-12-15-skirmish-near-livingston,Tennessee,1863-12-15,1863-12-15,Skirmish near Livingston,KENTUCKY--13th Mounted Infantry (Detachment).,Skirmish,,,,,
Tennessee/1863-12-15-action-bean-s-station,Tennessee,1863-12-15,1863-12-15,"Action, Bean's Station",KENTUCKY--11th and 27th Infantry. OHIO--45th Mounted Infantry.,Action,,,,,
Tennessee/1863-12-16-action-rutledge,Tennessee,1863-12-16,1863-12-16,"Action, Rutledge",KENTUCKY--11th and 27th Infantry. MICHIGAN--9th Cavalry. OHIO--2nd and 7th Cavalry; 45th Mounted Infantry.,Action,,,,,
Tennessee/1863-12-16-1863-12-19-skirmishes-blain-s-cross-roads,Tennessee,1863-12-16,1863-12-19,"Skirmishes, Blain's Cross Roads",ILLINOIS--14th Cavalry; 112th Infantry. INDIANA--5th Cavalry; 15th Independent Battery Light Artillery; 65th Mounted Infantry. KENTUCKY--11th and 27th Infantry. MICHIGAN--8th and 9th Cavalry. OHIO--2nd and 7th Cavalry; 45th Mounted Infantry. TENNESSEE--1st Mounted Infantry.,Skirmishes,,,,,
